book_name,stars,date,context
Letters to Milena,4,"August 22, 2024","""Cartas a Milena"" is, in my opinion, the perfect reflection of Kafkaesque writing, even more than his other works. Kafka wrote with no limitations, similar to an internal monologue, which showcases the intimacy of the epistolar relationship they had. Throughout the letters, the reader feels like it is having a conversation with Kafka himself. Unfortunately, Milena's letters were lost, as she asked their mutual friend, Max Brod, to get rid of them. One can only imagine how impactful the complete epistolary exchange might have been."
Letters to Milena,4,"February 19, 2023","Franz Kafka was born in Prague, a Czech novelist, and a short story writer; widely known as one of the major personalities of 20th-century literature. To distinguish his absurd and distinct writing style scholars have created the adjective ‘Kafkaesque’. He quoted, “the whole human race was the product of one of God’s bad days.”"
Letters to Milena,5,"August 3, 2020","Since Kafka’s books are pretty-dark, exposing the dark inhumane sides of human being, his Kafkaesque, I was amazed to see a tenderer, loving side of his personality, and surprisingly to be inside his mind. I felt more drawn in by his words. They touch you right in the heart, just like a sharp diabetic testing needle which pierces your skin and causes a sharp and a burning and a tinging pain that lasts for a second but leaves an echo and stir the waves inside of you, if waves do exist inside of us, or the heebie-jeebies or the butterflies in the belly."
Letters to Milena,4,"December 29, 2021","What I found quite interesting is that Kafka's writing style is famously described as Kafkaesque, however Kafka's close friend Max Brod said he hated this term, as Kafka's closest friend he believed this term doesn't suit Kafka at all."
Letters to Milena,3,"January 12, 2022","And I love the Milena part in appendix. After all those passionate and wondrous of Kafkaesque letters, I find the clarity in Milena. With Max she so concern and cherry, but her four essays showed how fiercely and as straight as an arrow. ""Letter of Notable People"" is just gorgeous... and somehow it is really cute and warm. Definitely, would simp to Milena. I know your feel, buddy F."
Letters to Milena,4,"September 17, 2024",in a high-pitched voice* - this is so kafkaesque
Letters to Milena,5,"September 18, 2024","The word "" Kafkaesque"", by definition means"
Letters to Milena,Not rated,"November 22, 2019","His style is different that's why there's this term ""Kafkaesque"" which means&nbsp;:&nbsp;having a nightmarishly complex, bizarre, or illogical quality. Obviously lol"
Letters to Milena,5,"November 6, 2024","It's really odd to read someone's personal and private letters. Every now and then, I used to remind myself that this is not fiction. This is real. He meant what he said, he really felt, yet it was one of the most beautiful things I have ever read in my life. Kafka is a very interesting person, intellectual, and very fun when he talks about his dreams, his feelings, about Doestoevsky, and the books he's reading, but also very dramatic too (kafkaesque)."
Pictures from an Institution,2,"June 14, 2019","Gertrude and Rosenbaum dominate the book, the other less prominent characters are Benton’s president, professors and spouses and, in a few cases, the children of these. We meet one student by name and are told briefly about a Kafkaesque story she has written – this is far too thin a reed to bear any interpretation that sees in it a general condemnation of Benton’s educational practices."
don t look now and other stories,4,"June 15, 2025","4. ""Split Second"" - 4 stars: Now, this was a good ""Kafkaesque-Twilight Zone episode!"" A woman leaves her house to go for a walk, and when she returns, she finds strangers have moved in. These strangers are adamant that they rightly live there. We follow the woman as she tries to seek help from the police to take possession of her house back. I would have given this one 5 stars, only I found it a bit long."
Solaris,4,"September 28, 2024","Review: Solaris, by Stanisław Lem, I’m still swimming through the depths of this psychological and Kafkaesque existential piece. This book is a journey into the alien, the unknown, and the unresolved, a what's considered hard science fiction, where the themes of science, history of science, and meta analysis of science, is explored. Solaris camouflaged itself as a classical science fiction, but what lays underneath is layers among layers of how we operate in our own minds."
pure colour,4,"March 24, 2022","how open-minded are you willing to be? this book requires a lot of flexibility. i tend to dislike some of its key elements, such as god-related explanations of the world, and Kafkaesque transformations, but they didn't ruin the book for me. somehow, i've enjoyed it. Heti's tender writing manner is exactly what i wanted and needed these days. so, it's a yes for me!"
We Have Always Lived in the Castle,5,"October 13, 2021","Modern readers now regard Jackson as a central figure of the America Gothic as much of her fiction paints a fascinating—if not disturbing—portrait of postwar America . Yet, I find it difficult to pigeonhole Jackson as a Horror writer. While her narratives do tend to focus on emotionally disturbed women, they also present us with rather Kafkaesque realities. Time and again Jackson magnifies the way in which traditions and societal expectations pose a threat to one's individuality and creativity. Indeed, most of her stories follow a woman's 'quest' to find or maintain her identify."
We Have Always Lived in the Castle,5,"October 7, 2021","Or maybe Constance is less a hostage and more a jailer, one who in a Kafkaesque trap of circumstances, is confined to the kitchen, ever on diligent patrol against inmate interference."
We Have Always Lived in the Castle,4,"May 9, 2011","While the story defies description, I can say that Jackson's greatest strengths are her ability to create and maintain a certain mood and her ability to set the perfect pace for her story. I really think that ""Jacksonian"" is the only word that can be used to describe the mood/world/tone of the book in the same way that Kafka's stories can only be described as ""Kafkaesque."""
We Have Always Lived in the Castle,4,"May 12, 2022","I like to begin my reviews with a memorable quote from the book, but Jackson’s prose was so consumable, clear, quick, that I did not take note of any passages while reading. It reminded me of a Stephen King novel, but actually nuanced and interesting; this story is scary, horrifying, even. It is also simultaneously magical and mundane. I always look for something strange or new in the writing style and this was neither, so for that reason I’m giving it 4 stars instead of 5, but this is a really great book. I related to a lot of the emotions and characters, and it just felt correct somehow. It is a somewhat Kafkaesque story, but with an actual exciting plot. I’m taking away a feeling of stasis from this book."
We Have Always Lived in the Castle,5,"November 13, 2022",5 out of five - a brilliantly unhinged mixture of psychological horror and kafkaesque black comedy.
We Have Always Lived in the Castle,2,"June 17, 2014","A claustrophobic, Kafkaesque tale without air, or lightness, or much in the way of sympathetic characters. The central mystery is revealed in one line nearly at the end, and it provides no relief. It is well-writen, but also like being buried alive."
high rise,4,"September 7, 2016","It's strange when you think about it that English writing should have contributed a certain kind of adjectival author to literature. Obviously you can make a meaningful adjective out of any famous writer's name, but the type of author I have in mind is more specific, one who usually 1. is devoted to the shorter forms; 2. has a ferociously coherent and singular set of settings, characters, and stories; 3. writes in an identifiable signature style, often characterized by a deceptively dry mimicry of essayism; 4. eschews realism of content and deep psychological characterization in favor of fantasy, allegory, or philosophy; and 5. tends to communicate a pessimistic or nihilistic metaphysic, often with a despairing quietist anti-politics: Kafkaesque, Lovecraftian, Borgesian, Sebaldian."
Sir Gawain and the Green Knight,4,"March 7, 2024","so kafkaesque, if kafka was a middle-english speaking Welsh guy who like knights and whatnot. They both have castles??"
The Road,5,"July 28, 2014","I absolutely loved this book. Wow. It is an existentialistic tale about a boy and his father who trek cross country in post apocalyptic US. It's also a story about the unconditional love of a father who wants nothing more than to see his son survive in a kill or be killed world. The antagonists are marauders who live of other people's hard work, and, well, they actually live off other people when food can't be found. I read it in less than one day. I will be sure to read it again, so I can concentrate on more of the existentialistic encounters. Highly recommended if you're interested in Kafkaesque type novel. Cheers!"
The Stranger,5,"February 28, 2023",El extranjero fue la segunda lectura de mi ciclo sobre la literatura Kafkaesque. La siguiente reunión la celebraremos digitalmente el próximo lunes 20 de marzo a las 19:00 para Santiago de Chile. Leeremos Parentesco de Octavia E. Butler. Pídanme más información e inscríbanse en @comunidadmana en Instagram.
The Stranger,4,"February 10, 2019","I don't know what to write here. Absurdity, existentialism, atheism, kafkaesque, outsider, flock - i wrote everything and then i erased it. Because I really don't know. Just today I told a friend - ""I don't know"" is not a good answer, you should always have an answer parat. And look what I am doing now."
The Stranger,4,"April 14, 2022","A book that raises many more questions than it answers, ‘The Stranger’, whets the appetite and leaves you feeling… existential? contemplative? might I even say kafkaesque?"
The Stranger,4,"November 19, 2024","Dry, kafkaesque, nihilistic, and, at times, comedic -I thorougly enjoyed l'étranger! Weirdly uplifting ending!!!"
The Stranger,5,"October 15, 2024","At a point this book was quite kafkaesque , especially towards the part when trial took place ! I was sceptical as to where this was going ."
The Stranger,4,"November 12, 2022","After that I started getting a kafkaesque vibe from the book, because of all the absurd things going on, but isn't life absurd, after all? In the end, though, the last 25 pages made it all worth it."
The Stranger,5,"September 1, 2019","When I was through the Part One, I thought it to resemble Dostoyevsky’s Crime and Punishment: here was the part of Crime, and now we stepped onto the Punishment. Not that it was. Close to the end, it flowed into Kafkaesque mood with its absurdity and protagonist alienation. Matthew Ward’s use of words is just beyond amazing: the gentle indifference of the world, the possibility of escape, a leap to freedom, to give a condemned man a chance, etc. - so many words I noted down for myself. My heart ached for M’s final speech when I finally heard him: he stayed too silent throughout the novel. The world didn’t really matter to him. He didn’t really matter to the world he was in."
The Stranger,5,"October 12, 2018",A little bit of Kafkaesque - an endlessly absurd world - The Stranger by Albert Camus.
The Stranger,Not rated,"January 9, 2024","In the sixth chapter, the stranger does something different and shocking - a crime - but seemingly for no reason. This leads into part 2, where he is put through a somewhat Kafkaesque trial and asked questions which seem irrelevant to him. He describes this ordeal as going through the 'machinery of justice'."
The Stranger,4,"January 13, 2025","He never explains the reasoning behind his actions, even when he’s in front of a judge asked to speak on why he murdered a man he says “because of the sun” (like girl at least try to be kept out of prison T-T) anyways I liked it a lot. I liked the mix of existentialism and absurdism i felt that it brought a sort of kafkaesque vibe to the story. Also hope Salomon never found his dog because hello wtf???"
The Stranger,5,"May 27, 2024",camus is brilliant! his thoughts on existentialism (and absurdism) shine in this story &amp; his humorous writing is an added bonus. mersault may be the most autism-coded fictional character i’ve ever read… he’s great… and his trial is just so kafkaesque. (I do wish the english title was the foreigner or the alien instead tho)
The Stranger,4,"January 4, 2023","The difficult thing about Meursault is we're never really given a true origin to his patent existentialist nature but rather, pick up and analyze his life during one of the most tragic moments of his life which already imbalances the scales. This judgement becomes almost literal as the reader participates in a Kafkaesque trial in which Meursault becomes guilty of....not caring about his mother?! ""Ridiculous"" you think while reading it until you realize that you've been judging him for the very same thing since the infamous first line. Internally thinking to yourself that this man is ""weird"" and unsympathetic. Shame on you."
The Stranger,5,"January 17, 2024","gripping. i sat down at page 25 with the intention of reading a chapter and i finished it in the same sitting, which is a good thing. its kafkaesque for sure but the protagonist is guilty (unlike the trial). we know what he’s being tried for. he did kill the man. this seems to be more of a meditation on indifference and how somebody who has no independent desires or thoughts can get pushed into a terrible future. he is a bit of a psychopath though. very good"
The Stranger,4,"October 27, 2018","Profound, quotable, and thought provoking. Almost Kafkaesque. Existentialism: the novel."
The Stranger,5,"October 16, 2020","The trial that follows is, in a sense, Kafkaesque, and then at times in direct contradiction with it. Meursault is rendered voiceless, often literally by his own lawyer, in the courtroom; trapped by people who decide his fate for him. However, Meursault's silencing of himself deliberately and complete indifference to the proceedings leaves one without any sympathy for him. In contrast to Dostoevsky's Raskolnikov, the cunning Nietzschean Superman facing inner turmoil, who eventually crumbles under the agony of his crime, Meursault simply feels nothing. He has seemingly internalised nihilism, and does not even flinch at the evil deed that he has committed."
The Stranger,5,"June 25, 2014","Very, very interesting novel/novella. Quite Dostoevskian and Kafkaesque with a little sprinkle of Richard Wright. I have to admit, the first ~30 pages were very slow; surprising considering how short this work is, but the narrative picks up quickly soon after. Camus's Meursault is somewhat similar to Dostoevsky's Underground Man in his detachment from society and inability to overcome the idle constancy in his life due to inertia. However, whereas the Underground Man tries to overcome this inertia but repeatedly fails due to his cowardly nature, Meursault seems perfectly content with his meaningless life. Meursault had opportunities (most notably when his boss offers to set him up in Paris a day before he commits the murder) to alter his direction of life, but merely gives a shrug of indifference with a tone of ""meh"" to change. Meursault also seems to adhere to some of the philosophies of the Naturalists. For one, he seems to live a life overshadowed by Determinism as he is resigned to his fate even when sentenced to the guillotine and does not try to forcibly change his situation. Secondly, he is incredibly animalistic as he seems content to only fulfill his physical needs - those of the carnal and gluttonous variety, while completely neglecting any spiritual or emotional satisfaction. Some of the secondary tangents of the novel were a joy to read as well, in particular the story of the old man Salamano and his red-scabbed dog. Whereas disturbing protagonists of other novels were lustful, violent, disillusioned or narcissistic, it is perhaps Meursault's complete indifference that is most frightening. But that doesn't mean anything."
The Stranger,4,"February 18, 2025","a great sense of weirdness happening, but not in the kafkaesque bureaucratic way, it’s more in your face. That last scene is gorgeously devised, as well."
The Stranger,Not rated,"August 18, 2022","Neither Meursault nor the world around him make any sense. Meursault is enigmatically blasé about the events around him. He is unmoved by his mother's death and doesn't seem to experience any real romantic feeling towards his fiancee. But the world is just as hostile and indifferent—his boss is annoyed that Meursault is taking time off to go to his mother's funeral; his neighbor Salamano petulantly berates his dog ""because he's always there""; his friend Raymond violently beats his girlfriend because he thinks she is having an affair; the magistrate seems more perplexed about Meursault's atheism than his act of homicide; and the whole Kafkaesque trial redounds on why Meursault did not cry at his mother's funeral rather than on his motives for murder. He seems to be accused of matricide rather than of a racially targeted murder. Everything seems absurd. No one has sensible motivations."
The Stranger,4,"January 22, 2025","Albert Camus’s The Stranger is a compelling exploration of existentialism and the absurd. Though its first half meanders with seemingly aimless events, it mirrors the protagonist’s detachment and the novel’s broader philosophical themes. With a Kafkaesque trial and a thought-provoking conclusion, it challenges readers to confront life’s lack of inherent meaning."
The Stranger,4,"September 19, 2024","Meursault is a passive protagonist, much like many of Kafka’s characters, almost indifferent and mundane, stoic in the face of absurdity. He finds fleeting joys in smoking and moments with Marie or Raymond. Even when his mother dies, he’s indifferent. He feels the change pass over him in one brief assault. Then it is gone, and his life remains the same. Meursault is an absurd and Kafkaesque protagonist in this way. He’s so physical. He is often distracted by bright lights or fatigue, so much so that he forgets what he is doing in an effort to escape the discomfort. He’s like a cockroach exposed to light. However, he is remarkably good at adjusting to change. The immediate is what affects him in a passionate surge."
The Stranger,5,"September 23, 2017","Camus likes to be ambiguous in his fiction but a familiar and reoccurring theme in many of his books is the subject of the absolute absurdity of the world that we all live in and a person’s quest for meaning and purpose within this worldview. He asks many age old questions. Is there an overall purpose to our lives? Can one make sense of the insensible? If the world is chaotic and without reason aren’t we just a reflection of this ourselves or can the individual overcome this and find their own truth? Many of his characters don’t bother themselves with these but by example illustrate them. However, once any of these are faced with imminent death they often seem to suddenly find this elusive purpose without much effort and this particular book is no exception. Only, the manner in which this comes about is rather bizarre and surreal that borders upon the Kafkaesque."
The Stranger,4,"February 10, 2025","My thoughts on this book aren't really fully formed yet. It was a very engaging experience, and I can't wait to break into more of the Camus on my shelf--there's this peculiar beauty in the simple, candid way he phrases things in this book--but I think I'll need to think for a while to really get into the depths of what it's all about. The symbolism and in particular the statements about Meursault and his feeling of mortality in the face of prosecution, particularly with his utter indifference with everything else...it was all so striking. The entire court sequence felt kafkaesque, in this brilliantly oppressive manner, spoken of only in bits and pieces of detail not even directly related to the feeling of oppression surrounding it."
The Stranger,5,"July 6, 2025","Told from the perspective of a man indifferent to the world and its arbitrary events, the story follows him as he is suddenly pulled out of detachment and made to face the consequences of a world he had no interest in. Albert Camus captures the indifference, lethargy, and resigned attitude that comes from a life devoid of meaning. And goes onto challenge these in an almost kafkaesque episode that pushes this detached philosophy to the limit until what emerges isn’t despair, but an exuberant defiance of life itself"
The Stranger,4,"March 21, 2021","Camus tells us the story of a Kafkaesque destiny. A man goes to his mother's funeral and then he has sex with a friend. Then his neighbor includes him in a fight, from which he gets to kill someone and go to trial. The prosecutor uses the argument that he had sex with a girl immediately after his mother's funeral to prove that he is a soulless person and get a life imprisonment. The story ends with him shouting violently at the priest who tries to convince him to repent and believe in divinity for his sins to be forgiven. Obviously the man was not a believer. For me, this story is very similar with The Process of Kafka"
The Stranger,5,"March 15, 2024","I started to be interested in French literature, even though I don't study it in college. Camus' philosophy (which I'm getting a hold of) is beautifully translated into the life of a man and the absurd adventures he gets himself into just because he can. Some can see the protagonist as careless but he isn't really. After all, he put his mother in a retirement home because he did care about her. The trial scenes were the best because they were nonsensical (not kafkaesque but close enough imo). Overall, I'm glad I finally finished this book. I loved it."
The Stranger,4,"March 11, 2024","Camus was inspired by Dostoyevsky and Kafka and you can really see that in this piece of work. It combined crime and self, as well as accountability and understanding. The main character thinks in a rather Kafkaesque manner, which invites the reader to decipher motivations and question what they understand about the story. The one thing is that I find the ending to be lacklustre. There’s no real closure and I wish that there was. It’s definitely an evocative piece."
The Stranger,3,"April 13, 2024","Very plain language reminiscent of Hemingway and bukowski, but the story had a gothic bleakness that I wasn’t really into. It’s a novella in length so not much depth is to be expected, serving more as a parable. I enjoyed that his lack of emotion at his mother’s funeral was used against in court for his murder trial, and the story had a kafkaesque feeling that the main character was born guilty and luckless. Overall, not very stimulating or eloquent"
The Stranger,3,"May 10, 2017",Recommended to those interested in existentialism and the Kafkaesque.
The Stranger,5,"April 23, 2020","The beauty is in the monotonous life-like details and the detachment of the protagonist, Meursault. The soliloquy of Meursault where he is being convicted brings in the Kafkaesque flavor and has me desiring for more!"
The Stranger,4,"August 7, 2019","Very kafkaesque, one of Camus's best works!"
The Stranger,4,"December 28, 2021","I'm so confused, but this is Kafkaesque done better than Kafka."
The Stranger,3,"January 3, 2022","I had difficulty making sense of this protagonist, who lacked any empathy, or having any sympathy for how his irrational choices landed him in a Kafkaesque spiral to his destruction."
The Stranger,5,"April 26, 2023",ależ kafkaesque;pp
The Stranger,4,"July 20, 2023",a bit Kafkaesque…. short but still a bit of a heavy read
The Stranger,2,"April 2, 2025","Confusing, kafkaesque book."
The Stranger,4,"April 7, 2025",very kafkaesque
The Stranger,2,"November 17, 2024",After this it felt kafkaesque with a bizarre trial which focused less on the crime and more on the character. I am not too sure how to feel and i should read it again.
The Stranger,3,"October 17, 2014","In terms of the plot, my friend Ivo wrote a review in which he pointed out how the active quality of the murder and the ennui of the protagonist seemed to be at odds. I shared this confusion. I also thought the nature of the trial, which seemed almost Kafkaesque, was a little forced. I don’t think anyone would contend that the focus of the prosecutor and jury on the mother’s funeral is an example of the social contract’s working (unless – as might be the case – this scene would have been taken differently around the time when the book was published). It seems like a breakdown of the justice system. Wouldn’t it make for a more potent commentary if Camus had used a plot device that would have reached a similar conclusion (i.e. placing the protagonist’s life in danger due to his inability to ‘play the game’) through more socially acceptable means?"
The Stranger,4,"December 7, 2024","In this monument of French literature, Camus offers us, with exquisite delicacy, the portrait of a man whose psychological depth rivals that of a Mediterranean puddle during a drought. Meursault, our Kafkaesque anti-hero, elevates the art of laconicism to a cardinal virtue, transforming emotional detachment into a form of modern heroism."
The Stranger,3,"April 25, 2015","The irony, then, is that he commits the most violent crime of passion. Murder. An act more non-sequitor, and most redolent of Kafkaesque surrealism. He is stripped further of the little humanity he has - all those little significant freedoms: the right to smoke, to kiss, to live as he will - till little more than a tincture of himself remains: only the abstract notion of he, Meausalt. The trial happens, but really just bypasses him. All the good that he's ever gone, the good friend he'd tried to be, the conscious citizen: all this counts for nought."
The Stranger,5,"November 28, 2016","Society of course feels the urge to eliminate such an individual from its existence , and feels threatened by him and by his ideas , and in his trial he is condemned - in a Kafkaesque manner- only due to the fact that he did not show enough sorrow and sadness in his mom's funeral , and that was enough to prove his guilt , and execution by the guillotine was his sentence ."
The Stranger,4,"March 1, 2020","for some reason, I was more bothered by the way the judicial system worked and how personal matters were utilised to sway the jury (but this is all probably because I read the book while listening to the secret barrister). anyways I feel that this was a good introduction for me to the existentialist thought; as I had been interested in the drama that existed Camus, Sartre and Beauvoir. the character was written well, and for some reason understandable. the indifference that the character goes through feels very relevant today, and the process Meursault goes through towards the end of the book gives me a slight kafkaesque vibe. I think I enjoyed the book for its story and exposure, not really for the philosophy, but that may be because I don't really understand existentialism just yet. next up, the plague."
The Stranger,2,"January 27, 2019","I'm sure it's a very clever book, modernist, absurdist, Kafkaesque etc. Subject, alienation. My response has been to become alienated, I can't be bothered with the protagonist, his suroundings or his life."
The Stranger,5,"April 3, 2022","An incredible study of a man's struggle with a situation he rapidly loses control over. A kind of Kafkaesque story of a seemingly ordinary man, Mersault, who in fact is anything but ordinary. Because he doesn't react to situations in the manner that society requires, he is judged as being inhuman and deserving of death when an altercation gets out of control. A moving portrayal of a man simply trying to live his life peacefully but finding himself a victim of his own actions and emotions."
The Stranger,3,"March 24, 2025","i love any book about absurdism and the kafkaesque but i wouldn't say i 'love' this book. it's cool, it makes you think sometimes. other times i was just like damn, poor guy. if i read this at 86 it'd probably be more poignant."
The Stranger,3,"May 14, 2016","A kafkaesque account of one man's experience and tragedy, reflective of his apathy with life."
The Stranger,5,"January 13, 2015","One of those books that haunts you for long after you read it, The Stranger paints an almost kafkaesque picture of a disturbed human mind."
Alice in Wonderland,2,"January 7, 2023",The nonsensical-ness and level of frustration this book left me with had an almost kafkaesque quality to it.
investigations of a dog,5,"September 11, 2018","One of the most relevant books I've read in a long time, reminds me of Tolstoy's struggles with science and truth. But really weird, (... Kafkaesque?)."
investigations of a dog,3,"September 11, 2023","A quick read, though to the core kafkaesque, I find parallels to Orwells Animal Farm („walking on their hind legs“) or even his Metamorphosis (change of taste/appetite and delusional sensations (Leukemia?)) which are embedded in several metaphors, analogies, dichotomies and of course - long sentences ;)."
investigations of a dog,3,"April 4, 2022","It did not leave me ""Kafkaesque"" like his other work but on the whole I liked for what it is."
investigations of a dog,3,"July 12, 2022","Quite an interesting thought experiment but not really enough space to explore any of them thoroughly. Everything i enjoyed was only touched on. Everything i didnt enjoy i dont feel translated into how dogs spend their days in 2022. Some sections in this book did not make sense to me despite several reading and i'm left wondering what the original intent was. But does ask some great questions on why we believe what we believe, i wouldnt describe it as an exemplary demonstration of the kafkaesque though."
investigations of a dog,4,"April 17, 2025",A bit excessive in density and heavy on the kafkaesque wording and imagery. Somewhat like the burrow but I thought the placing of ‘dog’ as an entity of its own outside of race or interior separation was an interesting approach for a take so clearly rooted in alienation and deviation from societal standards.
investigations of a dog,3,"December 29, 2020","Bu kitabı Kafka'nın yazdığına emin miyiz? İyi ya da kötü demiyorum ama hiç ""kafkaesque"" değil, bu his yüzünden okuduğuma odaklanamadım. Kitaptaki ""Akbaba"" hikayesini aslında Saki yazmış olabilir mesela..."
The Judgement and In the Penal Colony,5,"July 18, 2025","It is tempting to try and take a lighter look at the works of Franz Kafka, maybe because the atmosphere is so gloomy, tragedy is otherwise in the air, and as a ‘defense mechanism’, instead of accepting what is inevitable, in this context, nothing good can be conceived, and even then, if we have a character prosperous, somewhat cheerful, advancing in his career, finding a good companion, that is the exception that confirms the rule, it also serves as a contrast, it is all Kafkaesque, so what good does a bit of merriment…"
The Judgement and In the Penal Colony,3,"June 9, 2025",In the Penal Colony dredges up another traditionally Kafkaesque situation.
The Judgement and In the Penal Colony,5,"November 11, 2012","I am not to tell the quality, the texture of his writings, it was what you call eccentric or maybe not, because this is what you call Kafkaesque. Written in one sitting this is one of his best short stories playing with the relations of a son and father through a person who is son's friend. Oh, started talking of the story but that's what you do when you are awed--you do eccentric things."
The Judgement and In the Penal Colony,4,"November 26, 2012","I think I can finally say that I understand now what ""Kafkaesque"" means after reading this book."
The Restaurant at the End of the Universe,5,"July 10, 2025",edit: kafkaesque but sillier
bliss montage,3,"February 24, 2023","So it is that ""Bliss Montage"" feels Kafkaesque in two ways:"
bliss montage,4,"May 19, 2023","some of the stories resonated more strongly (e.g., ""returning"" and ""peking duck"") than others (e.g., the ""los angeles"" / ""oranges diptych) but wow reading this collection has pedestaled ling ma as one of the few living writers whose work i would like to follow. i like the kafkaesque, speculative premises that underpin her stories – taking a drug to disappear, living with 100 ex-boyfriends, oh and fucking a yeti – and how she builds puzzle boxes of meaning out of relatively simple prose."
bliss montage,4,"May 3, 2024",Tomorrow: A woman finds herself unexpectedly pregnant in a Kafkaesque nightmare. 3/5
bliss montage,2,"January 26, 2025",the motions of Kafkaesque but structurally infirm
bliss montage,3,"August 3, 2022","Some stories were heartbreaking (""Oranges""), some unsettling, and there was even a story that I found humorous (""Yeti Lovemaking""), but all of them left me thinking about them long after I closed the book. “Bliss Montage” shows a Kafkaesque world. And a fascinating one."
A Portrait of the Artist as a Young Man,4,"February 11, 2025","I now officially have earned the authority to shamelessly call things ""Joycean."" Last fall I read a singular Dickens short story, so I can also say ""Dickensian"" -- now I just need to read a few sentences of Kafka and Proust and I can also use ""Kafkaesque"" and ""Proustian""😎 Prepare to be sick of me!"
Play It As It Lays,4,"January 20, 2024",I found it hard to put this book down. You become so emotionally invested in the main character and it is so beautifully written. It felt like I was reading kafkaesque female fiction. It reminded me of the woman destroyed by Simone de Beauvoir.
Collected Fictions,Not rated,"January 22, 2014","Your mission, should you find that you have already accepted it is to read Borges and to tell others the Good Word and to perhaps become as familiar with the cliché Borgesian as you are with the cliché Kafkaesque."
Collected Fictions,5,"February 8, 2025","I'm reading through the great short story writers, started with Isaac Babel, then Kafka, and now Borges. So far they exceed and confound common opinion so strangely and beautifully. Kafka is much more and other than kafkaesque, and a Borges story similarly cannot be generalized as concentric philosophical fantasies, with a chain of narrators who deliver the story, relay race like, to the reader (for instance, narrator 1 tells us about a book he read, in which narrator 2 is a character, who describes an encounter with narrator 3, and so on)."
Biedermann und die Brandstifter,4,"December 7, 2022","A somewhat Kafkaesque entertainment featuring Biedermann und Frau and the two Brandtstifter, Willi and Sepp. Willing suspension of disbelief anyone?"
Good Omens,5,"July 1, 2025","There’s a lot of subtext in this book unsurprisingly, but my favorite bit of it is the repeated references to Heaven and Hell as bureaucracies. They’re both in the business—as it were—of human souls, and in this regard they’re structured much more like corporate hierarchies than of the traditionally held military power hierarchy, with the standing legions of angels and demons even reminiscent of the EIC. People have always made analogies between indescribable things with the most complex thing of the day, much like how the brain was thought to be akin to a church organ, then a menagerie box, then a computer, and then—well, a computer is a pretty good comparison. So it falls in line that early speculation on the nature of heaven and hell would have it be to a military and that the contemporary take models it on bureaucracy. And yet that’s THE subversive detail — while reading, we interpret it as if Heaven and Hell are just seemingly in set with human modality — it reverses the time old human impressing upon Kabbalah and suggests instead that the divine and occult fully take on after US. That’s partly why I think whatever the book suggests about Aziraphale and Crowley’s sides go beyond being novel to being profound; it follows our intuition about biblical nature and as such its subversion feels natural. Even at the most basal level Heaven and Hell are just like us — we set up administrative systems seemingly for fun, but since they’re *Heaven and Hell* they manage to take on a kafkaesque element faster than a duck to water. I love this book and show to bits."
Good Omens,4,"April 4, 2019","Meanwhile Aziraphale and Crowley, who are basically middle managers from Heaven and Hell, have come to enjoy the food and music on earth, and they do not want it to end. They join forces to sabotage the plan of their respective superiors whose bureaucracy is as Kafkaesque as it is on earth."
Little Dorrit,4,"March 23, 2022","In this classic story, Arthur Clennam returns home from China after many years of absence and finds the same dull and uninviting London house with the same resentful mother inside. While he meditates on what to do next with his life, his attention is drawn to a very timid seamstress of his mother– Amy Dorrit (nicknamed “Little Dorrit”). This young woman is hard-working, kind and is blindly devoted to her imprisoned family members. This makes Arthur wonder about her life, and his first step to make poor Amy his friend leads him to the discovery of another world – the world of London’s poor. Arthur is amazed to find that the absurd workings of the notorious Marshalsea prison for debtors, where Amy was born and her father is now imprisoned, should have a symbiotic relationship with the bureaucratic realm of the complacent and Kafkaesque Circumlocution Office, a governmental institution designed to keep the needy poor and the desperate for answers – even more confused."
Little Dorrit,4,"March 24, 2022","This took an age to read, I was waylaid in the kafkaesque circumlocution office for far too long. Not my favorite Dickens (that would be David Copperfield) but I am glad I've finally read it. Amy Dorrit, the Little Dorrit of the title is a retiring self-sacrificing young woman, who was born in the Marchelsea Prison for debtors, where her father was incarcerated. There is a lot about imprisonment in the book, Dickens himself knew debtor's prisons all too well, his father having been imprisoned for debt. As with all Dickens novels there is a cast of colorful characters, there are many rogues and villains. There are travels in France, Switzerland and Italy but the book returns to London, a city well known in Dickens' writings. I have far more to say about this book, but I'll stop here for now to process what I have just read."
Little Dorrit,3,"August 21, 2023","There's the usual stuff about class, wealth and poverty, with brilliant observations as always by Dickens. The circumlocution office was awesome as well, hilarious and proto-Kafkaesque."
Little Dorrit,4,"July 26, 2010","I was intrigued by the interpersonal relationship between Arthur Clennam and Daniel Doyce in their entrepreneurial engineering partnership; the Kafkaesque attempts by Arthur Clennam to navigate the bureaucracy of the Circumlocution Office; and the eerie parallels between the precipitation, discovery and repercussions of Mr. Merdle's financial swindle and the Bernie Madoff Ponzi scheme."
